x y z Ax Ay Az
-0.121569 -0.992157 0.0 0.0 0.0 0.009182
-0.113725 -0.992157 0.0 0.0 0.0 0.008616
-0.105882 -0.992157 0.0 0.0 0.0 0.008045
-0.098039 -0.992157 0.0 0.0 0.0 0.007469
-0.090196 -0.992157 0.0 0.0 0.0 0.006888
-0.082353 -0.992157 0.0 0.0 0.0 0.006303
-0.074510 -0.992157 0.0 0.0 0.0 0.005715
-0.066667 -0.992157 0.0 0.0 0.0 0.005122
-0.058824 -0.992157 0.0 0.0 0.0 0.004527
-0.050980 -0.992157 0.0 0.0 0.0 0.003929
-0.043137 -0.992157 0.0 0.0 0.0 0.003329
-0.035294 -0.992157 0.0 0.0 0.0 0.002726
-0.027451 -0.992157 0.0 0.0 0.0 0.002122
-0.019608 -0.992157 0.0 0.0 0.0 0.001517
-0.011765 -0.992157 0.0 0.0 0.0 0.000910
-0.003922 -0.992157 0.0 0.0 0.0 0.000304
0.003922 -0.992157 0.0 0.0 0.0 -0.000304
0.011765 -0.992157 0.0 0.0 0.0 -0.000910
0.019608 -0.992157 0.0 0.0 0.0 -0.001517
0.027451 -0.992157 0.0 0.0 0.0 -0.002122
0.035294 -0.992157 0.0 0.0 0.0 -0.002726
0.043137 -0.992157 0.0 0.0 0.0 -0.003329
0.050980 -0.992157 0.0 0.0 0.0 -0.003929
0.058824 -0.992157 0.0 0.0 0.0 -0.004527
0.066667 -0.992157 0.0 0.0 0.0 -0.005122
0.074510 -0.992157 0.0 0.0 0.0 -0.005715
0.082353 -0.992157 0.0 0.0 0.0 -0.006303
0.090196 -0.992157 0.0 0.0 0.0 -0.006888
0.098039 -0.992157 0.0 0.0 0.0 -0.007469
0.105882 -0.992157 0.0 0.0 0.0 -0.008045
0.113725 -0.992157 0.0 0.0 0.0 -0.008616
0.121569 -0.992157 0.0 0.0 0.0 -0.009182
-0.168627 -0.984314 0.0 0.0 0.0 0.024892
-0.160784 -0.984314 0.0 0.0 0.0 0.023837
-0.152941 -0.984314 0.0 0.0 0.0 0.022768
-0.145098 -0.984314 0.0 0.0 0.0 0.021685
-0.137255 -0.984314 0.0 0.0 0.0 0.020589
-0.129412 -0.984314 0.0 0.0 0.0 0.019480
-0.121569 -0.984314 0.0 0.0 0.0 0.018359
-0.113725 -0.984314 0.0 0.0 0.0 0.017228
-0.105882 -0.984314 0.0 0.0 0.0 0.016085
