x y z Ax Ay Az
-0.292488 0.955827 0.0 0.0 0.0 -0.109961
-0.299653 0.952637 0.0 0.0 0.0 -0.119840
-0.306818 0.949447 0.0 0.0 0.0 -0.129909
-0.313983 0.946257 0.0 0.0 0.0 -0.140153
-0.321148 0.943066 0.0 0.0 0.0 -0.150557
-0.328313 0.939876 0.0 0.0 0.0 -0.161107
-0.335478 0.936686 0.0 0.0 0.0 -0.171786
-0.342644 0.933496 0.0 0.0 0.0 -0.182579
-0.349809 0.930306 0.0 0.0 0.0 -0.193471
-0.356974 0.927116 0.0 0.0 0.0 -0.204446
-0.364139 0.923926 0.0 0.0 0.0 -0.215488
-0.371304 0.920736 0.0 0.0 0.0 -0.226580
-0.378469 0.917546 0.0 0.0 0.0 -0.237706
-0.385634 0.914356 0.0 0.0 0.0 -0.248851
-0.392799 0.911166 0.0 0.0 0.0 -0.259998
-0.399964 0.907975 0.0 0.0 0.0 -0.271130
-0.407129 0.904785 0.0 0.0 0.0 -0.282231
-0.414294 0.901595 0.0 0.0 0.0 -0.293285
-0.421459 0.898405 0.0 0.0 0.0 -0.304275
-0.428624 0.895215 0.0 0.0 0.0 -0.315185
-0.435789 0.892025 0.0 0.0 0.0 -0.325998
-0.442954 0.888835 0.0 0.0 0.0 -0.336699
-0.450119 0.885645 0.0 0.0 0.0 -0.347271
-0.457285 0.882455 0.0 0.0 0.0 -0.357698
-0.464450 0.879265 0.0 0.0 0.0 -0.367965
-0.471615 0.876075 0.0 0.0 0.0 -0.378054
-0.478780 0.872884 0.0 0.0 0.0 -0.387952
-0.485945 0.869694 0.0 0.0 0.0 -0.397641
-0.493110 0.866504 0.0 0.0 0.0 -0.407107
-0.500275 0.863314 0.0 0.0 0.0 -0.416335
-0.507440 0.860124 0.0 0.0 0.0 -0.425310
-0.514605 0.856934 0.0 0.0 0.0 -0.434018
-0.246308 0.967802 0.0 0.0 0.0 -0.070570
-0.253473 0.964612 0.0 0.0 0.0 -0.079301
-0.260638 0.961422 0.0 0.0 0.0 -0.088298
-0.267803 0.958232 0.0 0.0 0.0 -0.097546
-0.274968 0.955042 0.0 0.0 0.0 -0.107034
-0.282133 0.951852 0.0 0.0 0.0 -0.116746
-0.289298 0.948662 0.0 0.0 0.0 -0.126670
-0.296463 0.945472 0.0 0.0 0.0 -0.136791
-0.303628 0.942282 0.0 0.0 0.0 -0.147093
-0.310793 0.939091 0.0 0.0 0.0 -0.157564
-0.317958 0.935901 0.0 0.0 0.0 -0.168186
-0.325123 0.932711 0.0 0.0 0.0 -0.178946
-0.332288 0.929521 0.0 0.0 0.0 -0.189827
-0.339453 0.926331 0.0 0.0 0.0 -0.200815
-0.346618 0.923141 0.0 0.0 0.0 -0.211892
-0.353784 0.919951 0.0 0.0 0.0 -0.223044
-0.360949 0.916761 0.0 0.0 0.0 -0.234255
-0.368114 0.913571 0.0 0.0 0.0 -0.245508
-0.375279 0.910381 0.0 0.0 0.0 -0.256786
-0.382444 0.907191 0.0 0.0 0.0 -0.268074
-0.389609 0.904000 0.0 0.0 0.0 -0.279356
-0.396774 0.900810 0.0 0.0 0.0 -0.290614
-0.403939 0.897620 0.0 0.0 0.0 -0.301832
-0.411104 0.894430 0.0 0.0 0.0 -0.312995
-0.418269 0.891240 0.0 0.0 0.0 -0.324085
-0.425434 0.888050 0.0 0.0 0.0 -0.335086
-0.432599 0.884860 0.0 0.0 0.0 -0.345983
-0.439764 0.881670 0.0 0.0 0.0 -0.356757
-0.446929 0.878480 0.0 0.0 0.0 -0.367395
-0.454094 0.875290 0.0 0.0 0.0 -0.377879
-0.461259 0.872100 0.0 0.0 0.0 -0.388193
-0.468425 0.868909 0.0 0.0 0.0 -0.398322
-0.475590 0.865719 0.0 0.0 0.0 -0.408250
-0.482755 0.862529 0.0 0.0 0.0 -0.417962
-0.489920 0.859339 0.0 0.0 0.0 -0.427442
-0.497085 0.856149 0.0 0.0 0.0 -0.436676
-0.504250 0.852959 0.0 0.0 0.0 -0.445648
-0.511415 0.849769 0.0 0.0 0.0 -0.454345
-0.518580 0.846579 0.0 0.0 0.0 -0.462751
-0.525745 0.843389 0.0 0.0 0.0 -0.470853
-0.532910 0.840199 0.0 0.0 0.0 -0.478637
-0.540075 0.837009 0.0 0.0 0.0 -0.486090
-0.547240 0.833818 0.0 0.0 0.0 -0.493198
-0.554405 0.830628 0.0 0.0 0.0 -0.499949
-0.207292 0.976588 0.0 0.0 0.0 -0.044544
-0.214457 0.973398 0.0 0.0 0.0 -0.052082
-0.221622 0.970208 0.0 0.0 0.0 -0.059939
-0.228787 0.967017 0.0 0.0 0.0 -0.068105
-0.235952 0.963827 0.0 0.0 0.0 -0.076567
-0.243118 0.960637 0.0 0.0 0.0 -0.085313
-0.250283 0.957447 0.0 0.0 0.0 -0.094331
-0.257448 0.954257 0.0 0.0 0.0 -0.103607
-0.264613 0.951067 0.0 0.0 0.0 -0.113129
-0.271778 0.947877 0.0 0.0 0.0 -0.122882
-0.278943 0.944687 0.0 0.0 0.0 -0.132854
-0.286108 0.941497 0.0 0.0 0.0 -0.143029
-0.293273 0.938307 0.0 0.0 0.0 -0.153393
-0.300438 0.935117 0.0 0.0 0.0 -0.163932
-0.307603 0.931926 0.0 0.0 0.0 -0.174631
-0.314768 0.928736 0.0 0.0 0.0 -0.185474
-0.321933 0.925546 0.0 0.0 0.0 -0.196446
-0.329098 0.922356 0.0 0.0 0.0 -0.207532
-0.336263 0.919166 0.0 0.0 0.0 -0.218716
-0.343428 0.915976 0.0 0.0 0.0 -0.229982
-0.350593 0.912786 0.0 0.0 0.0 -0.241314
-0.357759 0.909596 0.0 0.0 0.0 -0.252696
-0.364924 0.906406 0.0 0.0 0.0 -0.264111
-0.372089 0.903216 0.0 0.0 0.0 -0.275544
-0.379254 0.900025 0.0 0.0 0.0 -0.286978
-0.386419 0.896835 0.0 0.0 0.0 -0.298397
-0.393584 0.893645 0.0 0.0 0.0 -0.309784
-0.400749 0.890455 0.0 0.0 0.0 -0.321123
-0.407914 0.887265 0.0 0.0 0.0 -0.332397
-0.415079 0.884075 0.0 0.0 0.0 -0.343591
-0.422244 0.880885 0.0 0.0 0.0 -0.354686
-0.429409 0.877695 0.0 0.0 0.0 -0.365668
-0.436574 0.874505 0.0 0.0 0.0 -0.376520
-0.443739 0.871315 0.0 0.0 0.0 -0.387226
-0.450904 0.868125 0.0 0.0 0.0 -0.397769
-0.458069 0.864934 0.0 0.0 0.0 -0.408135
-0.465234 0.861744 0.0 0.0 0.0 -0.418307
-0.472400 0.858554 0.0 0.0 0.0 -0.428269
-0.479565 0.855364 0.0 0.0 0.0 -0.438007
-0.486730 0.852174 0.0 0.0 0.0 -0.447505
-0.493895 0.848984 0.0 0.0 0.0 -0.456748
-0.501060 0.845794 0.0 0.0 0.0 -0.465721
-0.508225 0.842604 0.0 0.0 0.0 -0.474411
-0.515390 0.839414 0.0 0.0 0.0 -0.482802
-0.522555 0.836224 0.0 0.0 0.0 -0.490881
-0.529720 0.833034 0.0 0.0 0.0 -0.498634
-0.536885 0.829843 0.0 0.0 0.0 -0.506048
-0.544050 0.826653 0.0 0.0 0.0 -0.513110
-0.551215 0.823463 0.0 0.0 0.0 -0.519807
-0.558380 0.820273 0.0 0.0 0.0 -0.526127
-0.565545 0.817083 0.0 0.0 0.0 -0.532058
-0.572710 0.813893 0.0 0.0 0.0 -0.537589
-0.579875 0.810703 0.0 0.0 0.0 -0.542709
-0.587041 0.807513 0.0 0.0 0.0 -0.547406
-0.168277 0.985373 0.0 0.0 0.0 -0.023169
-0.175442 0.982183 0.0 0.0 0.0 -0.029297
-0.182607 0.978993 0.0 0.0 0.0 -0.035791
-0.189772 0.975803 0.0 0.0 0.0 -0.042642
-0.196937 0.972613 0.0 0.0 0.0 -0.049839
-0.204102 0.969423 0.0 0.0 0.0 -0.057372
-0.211267 0.966233 0.0 0.0 0.0 -0.065230
-0.218432 0.963042 0.0 0.0 0.0 -0.073402
-0.225597 0.959852 0.0 0.0 0.0 -0.081876
-0.232762 0.956662 0.0 0.0 0.0 -0.090640
-0.239927 0.953472 0.0 0.0 0.0 -0.099681
-0.247092 0.950282 0.0 0.0 0.0 -0.108988
-0.254258 0.947092 0.0 0.0 0.0 -0.118546
-0.261423 0.943902 0.0 0.0 0.0 -0.128343
-0.268588 0.940712 0.0 0.0 0.0 -0.138364
-0.275753 0.937522 0.0 0.0 0.0 -0.148596
-0.282918 0.934332 0.0 0.0 0.0 -0.159024
-0.290083 0.931142 0.0 0.0 0.0 -0.169635
-0.297248 0.927951 0.0 0.0 0.0 -0.180412
-0.304413 0.924761 0.0 0.0 0.0 -0.191341
-0.311578 0.921571 0.0 0.0 0.0 -0.202407
-0.318743 0.918381 0.0 0.0 0.0 -0.213594
-0.325908 0.915191 0.0 0.0 0.0 -0.224887
-0.333073 0.912001 0.0 0.0 0.0 -0.236269
-0.340238 0.908811 0.0 0.0 0.0 -0.247726
-0.347403 0.905621 0.0 0.0 0.0 -0.259240
-0.354568 0.902431 0.0 0.0 0.0 -0.270796
-0.361733 0.899241 0.0 0.0 0.0 -0.282377
-0.368899 0.896051 0.0 0.0 0.0 -0.293967
-0.376064 0.892860 0.0 0.0 0.0 -0.305550
-0.383229 0.889670 0.0 0.0 0.0 -0.317109
-0.390394 0.886480 0.0 0.0 0.0 -0.328627
-0.397559 0.883290 0.0 0.0 0.0 -0.340089
-0.404724 0.880100 0.0 0.0 0.0 -0.351478
-0.411889 0.876910 0.0 0.0 0.0 -0.362776
-0.419054 0.873720 0.0 0.0 0.0 -0.373969
-0.426219 0.870530 0.0 0.0 0.0 -0.385040
-0.433384 0.867340 0.0 0.0 0.0 -0.395972
-0.440549 0.864150 0.0 0.0 0.0 -0.406749
-0.447714 0.860960 0.0 0.0 0.0 -0.417355
-0.454879 0.857769 0.0 0.0 0.0 -0.427775
-0.462044 0.854579 0.0 0.0 0.0 -0.437993
