# x_norm y_norm Actual_u
-6.193403e-03 8.831006e-01 -7.003000e-03
-1.336118e-02 8.862919e-01 -1.471000e-02
-2.052897e-02 8.894831e-01 -2.198700e-02
-2.769675e-02 8.926744e-01 -2.882700e-02
-3.486453e-02 8.958666e-01 -3.522600e-02
-4.203231e-02 8.990578e-01 -4.117900e-02
-4.920009e-02 9.022491e-01 -4.668200e-02
-5.636787e-02 9.054403e-01 -5.173200e-02
-6.353665e-02 9.086315e-01 -5.632600e-02
-7.070443e-02 9.118228e-01 -6.046200e-02
-7.787221e-02 9.150140e-01 -6.413800e-02
-8.504000e-02 9.182053e-01 -6.735300e-02
-9.220778e-02 9.213965e-01 -7.010700e-02
-9.937556e-02 9.245877e-01 -7.239900e-02
-1.065433e-01 9.277790e-01 -7.422900e-02
-1.137111e-01 9.309712e-01 -7.560000e-02
-1.208789e-01 9.341625e-01 -7.651100e-02
-1.280467e-01 9.373537e-01 -7.696700e-02
-1.352145e-01 9.405449e-01 -7.696900e-02
-1.423822e-01 9.437362e-01 -7.652000e-02
-1.495500e-01 9.469274e-01 -7.562400e-02
-1.567178e-01 9.501186e-01 -7.428600e-02
-1.638856e-01 9.533099e-01 -7.251000e-02
-1.710534e-01 9.565011e-01 -7.030100e-02
-1.782222e-01 9.596924e-01 -6.766600e-02
-1.853899e-01 9.628836e-01 -6.461100e-02
-1.925577e-01 9.660758e-01 -6.114200e-02
-1.997255e-01 9.692671e-01 -5.726700e-02
-2.068933e-01 9.724583e-01 -5.299400e-02
-2.140611e-01 9.756496e-01 -4.833100e-02
8.722604e-01 4.833996e-01 3.910560e-01
8.650917e-01 4.865908e-01 4.118350e-01
8.579239e-01 4.897820e-01 4.323820e-01
8.507561e-01 4.929733e-01 4.526800e-01
8.435883e-01 4.961645e-01 4.727120e-01
8.364205e-01 4.993558e-01 4.924630e-01
8.292528e-01 5.025470e-01 5.119150e-01
8.220850e-01 5.057382e-01 5.310530e-01
8.149172e-01 5.089305e-01 5.498630e-01
8.077494e-01 5.121217e-01 5.683280e-01
8.005816e-01 5.153129e-01 5.864350e-01
7.934138e-01 5.185042e-01 6.041680e-01
7.862461e-01 5.216954e-01 6.215140e-01
7.790783e-01 5.248867e-01 6.384580e-01
7.719105e-01 5.280779e-01 6.549890e-01
7.647427e-01 5.312691e-01 6.710910e-01
7.575749e-01 5.344604e-01 6.867540e-01
7.504062e-01 5.376516e-01 7.019650e-01
7.432384e-01 5.408428e-01 7.167130e-01
7.360706e-01 5.440351e-01 7.309850e-01
7.289028e-01 5.472263e-01 7.447720e-01
7.217350e-01 5.504176e-01 7.580640e-01
7.145673e-01 5.536088e-01 7.708490e-01
7.073995e-01 5.568000e-01 7.831200e-01
7.002317e-01 5.599913e-01 7.948670e-01
6.930639e-01 5.631825e-01 8.060820e-01
6.858961e-01 5.663738e-01 8.167570e-01
6.787283e-01 5.695650e-01 8.268850e-01
6.715606e-01 5.727562e-01 8.364590e-01
6.643928e-01 5.759475e-01 8.454730e-01
6.572250e-01 5.791397e-01 8.539220e-01
6.500572e-01 5.823309e-01 8.617990e-01
6.428894e-01 5.855222e-01 8.691010e-01
6.357207e-01 5.887134e-01 8.758240e-01
6.285529e-01 5.919047e-01 8.819640e-01
6.213851e-01 5.950959e-01 8.875190e-01
6.142173e-01 5.982871e-01 8.924850e-01
6.070495e-01 6.014784e-01 8.968620e-01
5.998818e-01 6.046696e-01 9.006480e-01
5.927140e-01 6.078609e-01 9.038420e-01
5.855462e-01 6.110531e-01 9.064440e-01
5.783784e-01 6.142443e-01 9.084560e-01
5.712106e-01 6.174356e-01 9.098780e-01
5.640428e-01 6.206268e-01 9.107110e-01
5.568751e-01 6.238180e-01 9.109580e-01
5.497073e-01 6.270093e-01 9.106220e-01
5.425395e-01 6.302005e-01 9.097060e-01
5.353717e-01 6.333918e-01 9.082140e-01
5.282039e-01 6.365830e-01 9.061510e-01
5.210352e-01 6.397742e-01 9.035210e-01
5.138674e-01 6.429655e-01 9.003300e-01
5.066996e-01 6.461577e-01 8.965840e-01
4.995318e-01 6.493489e-01 8.922890e-01
4.923640e-01 6.525402e-01 8.874540e-01
4.851963e-01 6.557314e-01 8.820850e-01
4.780285e-01 6.589227e-01 8.761900e-01
4.708607e-01 6.621139e-01 8.697780e-01
4.636929e-01 6.653051e-01 8.628580e-01
4.565251e-01 6.684964e-01 8.554410e-01
4.493574e-01 6.716876e-01 8.475340e-01
4.421896e-01 6.748789e-01 8.391510e-01
4.350218e-01 6.780701e-01 8.303000e-01
4.278540e-01 6.812623e-01 8.209940e-01
4.206862e-01 6.844536e-01 8.112440e-01
4.135184e-01 6.876448e-01 8.010630e-01
4.063497e-01 6.908360e-01 7.904630e-01
3.991819e-01 6.940273e-01 7.794560e-01
3.920141e-01 6.972185e-01 7.680570e-01
3.848463e-01 7.004098e-01 7.562790e-01
3.776785e-01 7.036010e-01 7.441360e-01
3.705108e-01 7.067922e-01 7.316420e-01
3.633430e-01 7.099835e-01 7.188120e-01
3.561752e-01 7.131747e-01 7.056610e-01
3.490074e-01 7.163670e-01 6.922030e-01
3.418396e-01 7.195582e-01 6.784550e-01
3.346719e-01 7.227494e-01 6.644310e-01
3.275041e-01 7.259407e-01 6.501490e-01
3.203363e-01 7.291319e-01 6.356230e-01
3.131685e-01 7.323231e-01 6.208700e-01
3.060007e-01 7.355144e-01 6.059070e-01
2.988329e-01 7.387056e-01 5.907510e-01
2.916642e-01 7.418969e-01 5.754170e-01
2.844964e-01 7.450881e-01 5.599230e-01
2.773286e-01 7.482793e-01 5.442850e-01
2.701608e-01 7.514716e-01 5.285220e-01
2.629930e-01 7.546628e-01 5.126490e-01
2.558253e-01 7.578540e-01 4.966840e-01
2.486575e-01 7.610453e-01 4.806450e-01
2.414897e-01 7.642365e-01 4.645480e-01
2.343219e-01 7.674278e-01 4.484100e-01
2.271541e-01 7.706190e-01 4.322490e-01
2.199864e-01 7.738102e-01 4.160810e-01
2.128186e-01 7.770015e-01 3.999240e-01
2.056508e-01 7.801927e-01 3.837950e-01
1.984830e-01 7.833840e-01 3.677110e-01
1.913152e-01 7.865762e-01 3.516880e-01
1.841474e-01 7.897674e-01 3.357420e-01
1.769787e-01 7.929587e-01 3.198910e-01
1.698109e-01 7.961499e-01 3.041500e-01
1.626431e-01 7.993411e-01 2.885370e-01
1.554753e-01 8.025324e-01 2.730650e-01
1.483075e-01 8.057236e-01 2.577520e-01
1.411398e-01 8.089149e-01 2.426120e-01
1.339720e-01 8.121061e-01 2.276620e-01
1.268042e-01 8.152973e-01 2.129140e-01
1.196364e-01 8.184886e-01 1.983860e-01
1.124686e-01 8.216808e-01 1.840890e-01
1.053009e-01 8.248721e-01 1.700400e-01
9.813308e-02 8.280633e-01 1.562500e-01
9.096529e-02 8.312545e-01 1.427350e-01
8.379751e-02 8.344458e-01 1.295050e-01
7.662973e-02 8.376370e-01 1.165750e-01
6.946195e-02 8.408282e-01 1.039570e-01
6.229317e-02 8.440195e-01 9.166100e-02
5.512539e-02 8.472107e-01 7.970000e-02
4.795761e-02 8.504020e-01 6.808500e-02
4.078983e-02 8.535932e-01 5.682600e-02
3.362205e-02 8.567854e-01 4.593300e-02
2.645426e-02 8.599767e-01 3.541600e-02
1.928648e-02 8.631679e-01 2.528400e-02
1.211870e-02 8.663591e-01 1.554600e-02
4.950921e-03 8.695504e-01 6.210000e-03
-2.216860e-03 8.727416e-01 -2.717000e-03
-9.384641e-03 8.759329e-01 -1.122600e-02
-1.655242e-02 8.791241e-01 -1.931200e-02
-2.372020e-02 8.823153e-01 -2.696700e-02
-3.088798e-02 8.855066e-01 -3.418700e-02
-3.805577e-02 8.886978e-01 -4.096600e-02
-4.522355e-02 8.918901e-01 -4.730000e-02
-5.239233e-02 8.950813e-01 -5.318400e-02
-5.956011e-02 8.982725e-01 -5.861400e-02
-6.672789e-02 9.014638e-01 -6.358900e-02
-7.389567e-02 9.046550e-01 -6.810400e-02
-8.106345e-02 9.078462e-01 -7.215900e-02
-8.823123e-02 9.110375e-01 -7.575200e-02
-9.539901e-02 9.142287e-01 -7.888200e-02
-1.025668e-01 9.174200e-01 -8.154900e-02
-1.097346e-01 9.206112e-01 -8.375300e-02
-1.169024e-01 9.238024e-01 -8.549400e-02
-1.240701e-01 9.269947e-01 -8.677500e-02
-1.312379e-01 9.301859e-01 -8.759700e-02
-1.384057e-01 9.333772e-01 -8.796200e-02
-1.455735e-01 9.365684e-01 -8.787300e-02
-1.527413e-01 9.397596e-01 -8.733500e-02
-1.599090e-01 9.429509e-01 -8.635000e-02
-1.670778e-01 9.461421e-01 -8.492400e-02
-1.742456e-01 9.493333e-01 -8.306200e-02
-1.814134e-01 9.525246e-01 -8.076900e-02
-1.885812e-01 9.557158e-01 -7.805100e-02
-1.957490e-01 9.589071e-01 -7.491600e-02
-2.029167e-01 9.620993e-01 -7.136900e-02
-2.100845e-01 9.652905e-01 -6.741900e-02
-2.172523e-01 9.684818e-01 -6.307400e-02
-2.244201e-01 9.716730e-01 -5.834200e-02
8.762370e-01 4.730405e-01 3.786990e-01
8.690682e-01 4.762318e-01 3.996680e-01
8.619004e-01 4.794230e-01 4.204260e-01
8.547326e-01 4.826143e-01 4.409550e-01
8.475649e-01 4.858055e-01 4.612380e-01
8.403971e-01 4.889967e-01 4.812600e-01
8.332293e-01 4.921880e-01 5.010030e-01
8.260615e-01 4.953792e-01 5.204530e-01
8.188937e-01 4.985704e-01 5.395920e-01
8.117259e-01 5.017627e-01 5.584050e-01
8.045582e-01 5.049539e-01 5.768770e-01
7.973904e-01 5.081452e-01 5.949940e-01
7.902226e-01 5.113364e-01 6.127410e-01
7.830548e-01 5.145276e-01 6.301030e-01
7.758870e-01 5.177189e-01 6.470670e-01
7.687193e-01 5.209101e-01 6.636190e-01
7.615515e-01 5.241014e-01 6.797460e-01
7.543827e-01 5.272926e-01 6.954360e-01
7.472149e-01 5.304838e-01 7.106760e-01
7.400471e-01 5.336751e-01 7.254550e-01
7.328794e-01 5.368673e-01 7.397610e-01
7.257116e-01 5.400585e-01 7.535840e-01
7.185438e-01 5.432498e-01 7.669120e-01
7.113760e-01 5.464410e-01 7.797360e-01
7.042082e-01 5.496323e-01 7.920470e-01
6.970405e-01 5.528235e-01 8.038350e-01
6.898727e-01 5.560147e-01 8.150920e-01
6.827049e-01 5.592060e-01 8.258100e-01
6.755371e-01 5.623972e-01 8.359810e-01
6.683693e-01 5.655884e-01 8.456000e-01
6.612015e-01 5.687797e-01 8.546580e-01
6.540338e-01 5.719719e-01 8.631510e-01
6.468660e-01 5.751632e-01 8.710740e-01
6.396972e-01 5.783544e-01 8.784200e-01
6.325294e-01 5.815456e-01 8.851870e-01
6.253616e-01 5.847369e-01 8.913710e-01
6.181939e-01 5.879281e-01 8.969680e-01
6.110261e-01 5.911194e-01 9.019760e-01
6.038583e-01 5.943106e-01 9.063930e-01
5.966905e-01 5.975018e-01 9.102180e-01
5.895227e-01 6.006931e-01 9.134490e-01
5.823550e-01 6.038843e-01 9.160880e-01
5.751872e-01 6.070765e-01 9.181330e-01
5.680194e-01 6.102678e-01 9.195870e-01
5.608516e-01 6.134590e-01 9.204500e-01
5.536838e-01 6.166503e-01 9.207240e-01
5.465160e-01 6.198415e-01 9.204120e-01
5.393483e-01 6.230327e-01 9.195180e-01
5.321805e-01 6.262240e-01 9.180450e-01
5.250117e-01 6.294152e-01 9.159970e-01
5.178439e-01 6.326065e-01 9.133780e-01
5.106761e-01 6.357977e-01 9.101960e-01
5.035084e-01 6.389889e-01 9.064540e-01
4.963406e-01 6.421812e-01 9.021610e-01
4.891728e-01 6.453724e-01 8.973220e-01
4.820050e-01 6.485636e-01 8.919450e-01
4.748372e-01 6.517549e-01 8.860380e-01
4.676695e-01 6.549461e-01 8.796100e-01
4.605017e-01 6.581374e-01 8.726690e-01
4.533339e-01 6.613286e-01 8.652250e-01
4.461661e-01 6.645198e-01 8.572880e-01
4.389983e-01 6.677111e-01 8.488680e-01
4.318306e-01 6.709023e-01 8.399760e-01
4.246628e-01 6.740935e-01 8.306240e-01
4.174950e-01 6.772858e-01 8.208220e-01
4.103262e-01 6.804770e-01 8.105830e-01
4.031584e-01 6.836683e-01 7.999190e-01
3.959906e-01 6.868595e-01 7.888430e-01
3.888229e-01 6.900507e-01 7.773690e-01
3.816551e-01 6.932420e-01 7.655090e-01
3.744873e-01 6.964332e-01 7.532790e-01
3.673195e-01 6.996245e-01 7.406910e-01
3.601517e-01 7.028157e-01 7.277610e-01
3.529840e-01 7.060069e-01 7.145030e-01
3.458162e-01 7.091982e-01 7.009320e-01
3.386484e-01 7.123904e-01 6.870650e-01
3.314806e-01 7.155816e-01 6.729150e-01
3.243128e-01 7.187729e-01 6.585000e-01
3.171451e-01 7.219641e-01 6.438350e-01
3.099773e-01 7.251554e-01 6.289370e-01
3.028095e-01 7.283466e-01 6.138220e-01
2.956407e-01 7.315378e-01 5.985060e-01
2.884729e-01 7.347291e-01 5.830060e-01
2.813051e-01 7.379203e-01 5.673390e-01
2.741374e-01 7.411116e-01 5.515220e-01
2.669696e-01 7.443028e-01 5.355730e-01
2.598018e-01 7.474950e-01 5.195070e-01
2.526340e-01 7.506863e-01 5.033430e-01
2.454662e-01 7.538775e-01 4.870970e-01
2.382985e-01 7.570687e-01 4.707860e-01
2.311307e-01 7.602600e-01 4.544290e-01
2.239629e-01 7.634512e-01 4.380420e-01
2.167951e-01 7.666425e-01 4.216420e-01
2.096273e-01 7.698337e-01 4.052460e-01
2.024596e-01 7.730249e-01 3.888720e-01
1.952918e-01 7.762162e-01 3.725360e-01
1.881240e-01 7.794074e-01 3.562550e-01
1.809552e-01 7.825996e-01 3.400450e-01
1.737874e-01 7.857909e-01 3.239240e-01
1.666196e-01 7.889821e-01 3.079080e-01
1.594519e-01 7.921734e-01 2.920120e-01
1.522841e-01 7.953646e-01 2.762540e-01
1.451163e-01 7.985558e-01 2.606480e-01
1.379485e-01 8.017471e-01 2.452100e-01
1.307807e-01 8.049383e-01 2.299550e-01
1.236130e-01 8.081296e-01 2.148990e-01
1.164452e-01 8.113208e-01 2.000570e-01
1.092774e-01 8.145120e-01 1.854420e-01
1.021096e-01 8.177043e-01 1.710690e-01
9.494184e-02 8.208955e-01 1.569520e-01
8.777406e-02 8.240867e-01 1.431040e-01
8.060628e-02 8.272780e-01 1.295380e-01
7.343849e-02 8.304692e-01 1.162680e-01
6.626971e-02 8.336605e-01 1.033050e-01
5.910193e-02 8.368517e-01 9.066200e-02
5.193415e-02 8.400429e-01 7.835000e-02
4.476637e-02 8.432342e-01 6.638000e-02
3.759859e-02 8.464254e-01 5.476300e-02
3.043081e-02 8.496167e-01 4.351000e-02
2.326303e-02 8.528089e-01 3.263000e-02
1.609524e-02 8.560001e-01 2.213200e-02
8.927464e-03 8.591914e-01 1.202600e-02
1.759683e-03 8.623826e-01 2.321000e-03
-5.408098e-03 8.655738e-01 -6.977000e-03
-1.257588e-02 8.687651e-01 -1.586000e-02
-1.974366e-02 8.719563e-01 -2.431900e-02
-2.691144e-02 8.751476e-01 -3.235000e-02
-3.407922e-02 8.783388e-01 -3.994600e-02
-4.124700e-02 8.815300e-01 -4.710200e-02
-4.841579e-02 8.847213e-01 -5.381300e-02
-5.558357e-02 8.879135e-01 -6.007400e-02
-6.275135e-02 8.911047e-01 -6.588200e-02
-6.991913e-02 8.942960e-01 -7.123300e-02
-7.708691e-02 8.974872e-01 -7.612500e-02
-8.425469e-02 9.006785e-01 -8.055500e-02
-9.142247e-02 9.038697e-01 -8.452200e-02
-9.859025e-02 9.070609e-01 -8.802500e-02
-1.057580e-01 9.102522e-01 -9.106400e-02
-1.129258e-01 9.134434e-01 -9.363700e-02
-1.200936e-01 9.166347e-01 -9.574600e-02
-1.272614e-01 9.198259e-01 -9.739200e-02
-1.344292e-01 9.230181e-01 -9.857600e-02
-1.415969e-01 9.262094e-01 -9.930200e-02
-1.487647e-01 9.294006e-01 -9.957000e-02
-1.559325e-01 9.325918e-01 -9.938600e-02
-1.631013e-01 9.357831e-01 -9.875200e-02
-1.702691e-01 9.389743e-01 -9.767200e-02
-1.774368e-01 9.421656e-01 -9.615300e-02
-1.846046e-01 9.453568e-01 -9.419900e-02
-1.917724e-01 9.485480e-01 -9.181500e-02
-1.989402e-01 9.517393e-01 -8.900900e-02
-2.061080e-01 9.549305e-01 -8.578800e-02
-2.132758e-01 9.581228e-01 -8.215800e-02
-2.204435e-01 9.613140e-01 -7.812700e-02
-2.276113e-01 9.645052e-01 -7.370500e-02
-2.347791e-01 9.676965e-01 -6.889900e-02
8.873813e-01 4.594893e-01 3.446480e-01
8.802125e-01 4.626815e-01 3.659460e-01
8.730447e-01 4.658728e-01 3.870710e-01
8.658770e-01 4.690640e-01 4.080060e-01
8.587092e-01 4.722552e-01 4.287340e-01
8.515414e-01 4.754465e-01 4.492370e-01
8.443736e-01 4.786377e-01 4.694980e-01
8.372058e-01 4.818289e-01 4.895010e-01
8.300381e-01 4.850202e-01 5.092300e-01
8.228703e-01 4.882114e-01 5.286690e-01
8.157025e-01 4.914027e-01 5.478000e-01
8.085347e-01 4.945939e-01 5.666100e-01
8.013669e-01 4.977861e-01 5.850820e-01
7.941991e-01 5.009774e-01 6.032020e-01
7.870314e-01 5.041686e-01 6.209540e-01
7.798636e-01 5.073599e-01 6.383250e-01
7.726958e-01 5.105511e-01 6.553010e-01
7.655270e-01 5.137423e-01 6.718680e-01
7.583592e-01 5.169336e-01 6.880130e-01
7.511915e-01 5.201248e-01 7.037230e-01
7.440237e-01 5.233160e-01 7.189860e-01
7.368559e-01 5.265073e-01 7.337900e-01
7.296881e-01 5.296985e-01 7.481230e-01
7.225203e-01 5.328908e-01 7.619740e-01
7.153526e-01 5.360820e-01 7.753330e-01
7.081848e-01 5.392732e-01 7.881890e-01
7.010170e-01 5.424645e-01 8.005340e-01
6.938492e-01 5.456557e-01 8.123570e-01
6.866814e-01 5.488470e-01 8.236510e-01
6.795137e-01 5.520382e-01 8.344060e-01
6.723459e-01 5.552294e-01 8.446160e-01
6.651781e-01 5.584207e-01 8.542730e-01
6.580103e-01 5.616119e-01 8.633710e-01
6.508415e-01 5.648031e-01 8.719040e-01
6.436737e-01 5.679954e-01 8.798660e-01
6.365060e-01 5.711866e-01 8.872520e-01
6.293382e-01 5.743779e-01 8.940590e-01
6.221704e-01 5.775691e-01 9.002810e-01
6.150026e-01 5.807603e-01 9.059160e-01
6.078348e-01 5.839516e-01 9.109620e-01
6.006671e-01 5.871428e-01 9.154160e-01
5.934993e-01 5.903340e-01 9.192760e-01
5.863315e-01 5.935253e-01 9.225410e-01
5.791637e-01 5.967165e-01 9.252120e-01
5.719959e-01 5.999078e-01 9.272880e-01
5.648282e-01 6.031000e-01 9.287700e-01
5.576604e-01 6.062912e-01 9.296590e-01
5.504926e-01 6.094825e-01 9.299580e-01
5.433248e-01 6.126737e-01 9.296680e-01
5.361560e-01 6.158650e-01 9.287920e-01
5.289882e-01 6.190562e-01 9.273350e-01
5.218205e-01 6.222474e-01 9.253000e-01
5.146527e-01 6.254387e-01 9.226910e-01
5.074849e-01 6.286299e-01 9.195150e-01
5.003171e-01 6.318211e-01 9.157760e-01
4.931493e-01 6.350124e-01 9.114820e-01
4.859816e-01 6.382046e-01 9.066380e-01
4.788138e-01 6.413959e-01 9.012520e-01
4.716460e-01 6.445871e-01 8.953320e-01
4.644782e-01 6.477783e-01 8.888860e-01
4.573104e-01 6.509696e-01 8.819230e-01
4.501427e-01 6.541608e-01 8.744530e-01
4.429749e-01 6.573521e-01 8.664840e-01
4.358071e-01 6.605433e-01 8.580280e-01
4.286393e-01 6.637345e-01 8.490940e-01
4.214705e-01 6.669258e-01 8.396940e-01
4.143027e-01 6.701170e-01 8.298400e-01
4.071350e-01 6.733092e-01 8.195430e-01
3.999672e-01 6.765005e-01 8.088160e-01
3.927994e-01 6.796917e-01 7.976710e-01
3.856316e-01 6.828830e-01 7.861210e-01
3.784638e-01 6.860742e-01 7.741810e-01
3.712961e-01 6.892654e-01 7.618630e-01
3.641283e-01 6.924567e-01 7.491830e-01
3.569605e-01 6.956479e-01 7.361530e-01
3.497927e-01 6.988391e-01 7.227900e-01
3.426249e-01 7.020304e-01 7.091080e-01
3.354572e-01 7.052216e-01 6.951220e-01
3.282894e-01 7.084139e-01 6.808480e-01
3.211216e-01 7.116051e-01 6.663020e-01
3.139538e-01 7.147963e-01 6.515000e-01
3.067850e-01 7.179876e-01 6.364570e-01
2.996173e-01 7.211788e-01 6.211910e-01
2.924495e-01 7.243701e-01 6.057180e-01
2.852817e-01 7.275613e-01 5.900540e-01
2.781139e-01 7.307525e-01 5.742170e-01
2.709461e-01 7.339438e-01 5.582220e-01
2.637783e-01 7.371350e-01 5.420890e-01
2.566106e-01 7.403262e-01 5.258330e-01
2.494428e-01 7.435185e-01 5.094710e-01
2.422750e-01 7.467097e-01 4.930210e-01
2.351072e-01 7.499010e-01 4.765010e-01
2.279394e-01 7.530922e-01 4.599270e-01
2.207717e-01 7.562834e-01 4.433160e-01
2.136039e-01 7.594747e-01 4.266860e-01
2.064361e-01 7.626659e-01 4.100550e-01
1.992683e-01 7.658572e-01 3.934380e-01
1.920995e-01 7.690484e-01 3.768530e-01
1.849318e-01 7.722396e-01 3.603170e-01
1.777640e-01 7.754309e-01 3.438470e-01
1.705962e-01 7.786231e-01 3.274600e-01
1.634284e-01 7.818143e-01 3.111710e-01
1.562606e-01 7.850056e-01 2.949970e-01
1.490928e-01 7.881968e-01 2.789540e-01
1.419251e-01 7.913881e-01 2.630580e-01
1.347573e-01 7.945793e-01 2.473260e-01
1.275895e-01 7.977705e-01 2.317710e-01
1.204217e-01 8.009618e-01 2.164100e-01
1.132539e-01 8.041530e-01 2.012570e-01
1.060862e-01 8.073442e-01 1.863270e-01
9.891838e-02 8.105355e-01 1.716350e-01
9.175060e-02 8.137277e-01 1.571930e-01
8.458282e-02 8.169190e-01 1.430170e-01
7.741404e-02 8.201102e-01 1.291190e-01
7.024626e-02 8.233014e-01 1.155120e-01
6.307847e-02 8.264927e-01 1.022080e-01
5.591069e-02 8.296839e-01 8.922100e-02
4.874291e-02 8.328752e-01 7.656100e-02
4.157513e-02 8.360664e-01 6.424100e-02
3.440735e-02 8.392576e-01 5.227000e-02
2.723957e-02 8.424489e-01 4.066000e-02
2.007179e-02 8.456401e-01 2.942100e-02
1.290401e-02 8.488323e-01 1.856200e-02
5.736226e-03 8.520236e-01 8.092000e-03
-1.431555e-03 8.552148e-01 -1.980000e-03
-8.599337e-03 8.584061e-01 -1.164500e-02
-1.576712e-02 8.615973e-01 -2.089600e-02
-2.293490e-02 8.647885e-01 -2.972600e-02
-3.010268e-02 8.679798e-01 -3.812900e-02
-3.727146e-02 8.711710e-01 -4.609700e-02
-4.443924e-02 8.743623e-01 -5.362600e-02
-5.160702e-02 8.775535e-01 -6.071000e-02
-5.877480e-02 8.807457e-01 -6.734500e-02
-6.594259e-02 8.839370e-01 -7.352600e-02
-7.311037e-02 8.871282e-01 -7.925000e-02
-8.027815e-02 8.903194e-01 -8.451400e-02
-8.744593e-02 8.935107e-01 -8.931600e-02
-9.461371e-02 8.967019e-01 -9.365400e-02
-1.017815e-01 8.998932e-01 -9.752600e-02
-1.089493e-01 9.030844e-01 -1.009320e-01
-1.161171e-01 9.062756e-01 -1.038720e-01
-1.232848e-01 9.094669e-01 -1.063450e-01
-1.304526e-01 9.126581e-01 -1.083520e-01
-1.376204e-01 9.158503e-01 -1.098960e-01
-1.447882e-01 9.190416e-01 -1.109780e-01
-1.519570e-01 9.222328e-01 -1.116000e-01
-1.591247e-01 9.254241e-01 -1.117650e-01
-1.662925e-01 9.286153e-01 -1.114780e-01
-1.734603e-01 9.318065e-01 -1.107420e-01
-1.806281e-01 9.349978e-01 -1.095620e-01
-1.877959e-01 9.381890e-01 -1.079430e-01
-1.949636e-01 9.413803e-01 -1.058900e-01
-2.021314e-01 9.445715e-01 -1.034100e-01
-2.092992e-01 9.477627e-01 -1.005100e-01
-2.164670e-01 9.509550e-01 -9.719700e-02
-2.236348e-01 9.541462e-01 -9.347800e-02
-2.308026e-01 9.573374e-01 -8.936100e-02
-2.379703e-01 9.605287e-01 -8.485600e-02
-2.451381e-01 9.637199e-01 -7.997000e-02
-2.523059e-01 9.669112e-01 -7.471500e-02
8.913578e-01 4.491303e-01 3.314390e-01
8.841891e-01 4.523215e-01 3.528370e-01
8.770213e-01 4.555127e-01 3.740850e-01
8.698535e-01 4.587050e-01 3.951640e-01
8.626857e-01 4.618962e-01 4.160570e-01
8.555179e-01 4.650875e-01 4.367460e-01
8.483502e-01 4.682787e-01 4.572150e-01
8.411824e-01 4.714699e-01 4.774460e-01
8.340146e-01 4.746612e-01 4.974230e-01
8.268468e-01 4.778524e-01 5.171300e-01
8.196790e-01 4.810436e-01 5.365490e-01
8.125113e-01 4.842349e-01 5.556660e-01
8.053435e-01 4.874261e-01 5.744640e-01
7.981757e-01 4.906174e-01 5.929280e-01
7.910079e-01 4.938096e-01 6.110430e-01
7.838401e-01 4.970008e-01 6.287950e-01
7.766723e-01 5.001921e-01 6.461680e-01
7.695036e-01 5.033833e-01 6.631490e-01
7.623358e-01 5.065746e-01 6.797240e-01
7.551680e-01 5.097658e-01 6.958800e-01
7.480002e-01 5.129570e-01 7.116030e-01
7.408324e-01 5.161483e-01 7.268820e-01
7.336647e-01 5.193395e-01 7.417040e-01
7.264969e-01 5.225307e-01 7.560570e-01
7.193291e-01 5.257220e-01 7.699310e-01
7.121613e-01 5.289142e-01 7.833150e-01
7.049935e-01 5.321055e-01 7.961980e-01
6.978258e-01 5.352967e-01 8.085710e-01
6.906580e-01 5.384879e-01 8.204230e-01
6.834902e-01 5.416792e-01 8.317480e-01
6.763224e-01 5.448704e-01 8.425350e-01
6.691546e-01 5.480616e-01 8.527780e-01
6.619869e-01 5.512529e-01 8.624690e-01
6.548181e-01 5.544441e-01 8.716010e-01
6.476503e-01 5.576354e-01 8.801690e-01
6.404825e-01 5.608266e-01 8.881660e-01
6.333147e-01 5.640188e-01 8.955870e-01
6.261469e-01 5.672101e-01 9.024280e-01
6.189792e-01 5.704013e-01 9.086860e-01
6.118114e-01 5.735926e-01 9.143550e-01
6.046436e-01 5.767838e-01 9.194340e-01
5.974758e-01 5.799750e-01 9.239200e-01
5.903080e-01 5.831663e-01 9.278120e-01
5.831403e-01 5.863575e-01 9.311080e-01
5.759725e-01 5.895487e-01 9.338080e-01
5.688047e-01 5.927400e-01 9.359110e-01
5.616369e-01 5.959312e-01 9.374180e-01
5.544691e-01 5.991235e-01 9.383310e-01
5.473014e-01 6.023147e-01 9.386510e-01
5.401326e-01 6.055059e-01 9.383800e-01
5.329648e-01 6.086972e-01 9.375210e-01
5.257970e-01 6.118884e-01 9.360770e-01
5.186292e-01 6.150797e-01 9.340530e-01
5.114614e-01 6.182709e-01 9.314520e-01
5.042937e-01 6.214621e-01 9.282800e-01
4.971259e-01 6.246534e-01 9.245430e-01
4.899581e-01 6.278446e-01 9.202460e-01
4.827903e-01 6.310368e-01 9.153950e-01
4.756225e-01 6.342281e-01 9.099990e-01
4.684548e-01 6.374193e-01 9.040650e-01
4.612870e-01 6.406106e-01 8.976010e-01
4.541192e-01 6.438018e-01 8.906150e-01
4.469514e-01 6.469930e-01 8.831170e-01
4.397836e-01 6.501843e-01 8.751160e-01
4.326159e-01 6.533755e-01 8.666220e-01
4.254471e-01 6.565667e-01 8.576460e-01
4.182793e-01 6.597580e-01 8.482000e-01
4.111115e-01 6.629492e-01 8.382930e-01
4.039437e-01 6.661415e-01 8.279380e-01
3.967759e-01 6.693327e-01 8.171480e-01
3.896082e-01 6.725239e-01 8.059340e-01
